"","time","delta","A","B","C","D","E","G"
"132",44.605057568755,1,"2","2","1","1","1","2"
"133",22.0651655942202,1,"2","2","2","2","1","3"
"134",62.8838823526166,0,"2","2","1","1","2","2"
"135",61.7688312698156,0,"3","2","2","2","2","2"
"136",16.0232092887163,0,"2","2","1","1","2","3"
"137",38.4915709607303,1,"3","2","1","1","1","2"
"138",24.2923027483514,0,"1","2","1","3","2","2"
"139",40.5112811103463,1,"2","3","1","1","2","2"
"140",46.2404773917515,1,"1","2","1","1","2","2"
"141",0.176292678806931,1,"1","2","1","1","1","3"
"142",49.1036500390619,1,"2","2","1","1","2","2"
"143",22.7441661200719,0,"2","2","1","3","2","2"
"144",10.9155959355645,0,"1","3","1","3","1","2"
"145",1.92012556595728,1,"2","2","2","3","1","2"
"146",12.4104119725525,1,"3","3","1","2","2","3"
"147",53.2273117636796,1,"2","1","1","1","1","2"
"148",17.4478091597557,1,"3","3","1","3","1","2"
"149",3.7945555845974,0,"2","2","2","1","2","3"
"150",66.4604218718596,0,"3","2","2","1","1","3"
"151",3.5258471139241,1,"3","3","1","2","2","2"
"152",44.7549303011037,1,"1","2","2","1","1","2"
"153",4.05705426819623,1,"1","1","1","1","1","2"
"154",23.5060641122982,1,"1","2","1","3","2","1"
"155",9.70052350938786,0,"3","2","1","2","2","3"
"156",38.3585683796555,1,"1","2","1","1","1","3"
"157",3.70233127148822,1,"3","3","2","1","2","3"
"158",18.0553595675156,1,"3","3","1","2","2","3"
"159",67.4504579128698,0,"2","3","1","3","2","3"
"160",1.25612322706729,1,"3","2","1","1","2","3"
"161",28.9843925796449,1,"2","2","1","3","2","2"
"162",40.4476128695533,1,"2","2","2","2","2","2"
"163",32.8282864391804,1,"3","3","1","1","2","2"
"164",10.0718441642821,1,"3","2","1","1","2","1"
"165",39.1185909956694,1,"2","2","1","1","2","2"
"166",21.216312767379,0,"2","2","1","1","2","3"
"167",26.7970656715333,1,"2","3","1","3","2","2"
"168",21.1471541393548,1,"1","2","1","3","2","2"
"169",24.5404053349048,1,"3","1","1","3","2","2"
"170",53.4028956135735,1,"1","3","2","3","2","2"
"171",7.10316403561737,0,"3","2","1","2","1","3"
"172",33.5607851929963,1,"2","2","1","1","2","2"
"173",2.83129779854789,1,"3","2","1","3","1","1"
"174",4.9956369958818,1,"1","1","1","1","2","3"
"175",5.04202875867486,1,"3","2","1","3","2","2"
"176",6.58920843712986,1,"2","2","1","2","1","2"
"177",18.6747502451763,1,"3","3","1","2","1","2"
"178",34.1594500681385,1,"2","1","2","1","2","2"
"179",1.94958819497842,0,"2","3","1","1","2","2"
"180",65.9628532500938,0,"3","2","1","1","2","3"
"181",66.2815133533441,0,"1","2","3","1","2","3"
"182",6.23553120531142,1,"3","2","1","1","2","3"
"183",36.3291493486613,1,"1","2","2","1","2","2"
"184",65.9289992367849,0,"3","2","1","1","2","1"
"185",4.59605219541118,1,"3","3","2","1","1","2"
"186",42.3103909175843,1,"1","2","1","3","2","1"
"187",24.7178395949304,1,"2","2","1","2","2","3"
"188",10.2605735808611,1,"3","2","1","3","2","2"
"189",26.1873783022631,0,"3","2","1","1","1","2"
"190",19.6642985255457,1,"3","3","1","2","2","3"
"191",20.7193758738926,0,"3","3","1","2","2","2"
"192",40.5503074610606,1,"2","3","1","2","2","3"
"193",3.58271309756674,1,"1","2","1","3","1","1"
"194",5.58635685406625,1,"3","2","3","2","2","2"
"195",12.3952097501606,1,"3","2","1","3","2","3"
"196",68.4115907989908,0,"1","3","1","1","2","1"
"197",36.6108862198889,1,"3","1","2","1","2","2"
"198",5.43802755326033,1,"1","3","1","1","1","3"
"199",40.1960834190249,1,"2","2","1","2","2","2"
"200",4.31758540333249,1,"3","2","2","3","2","2"
"201",32.5677629359067,0,"3","2","2","1","2","2"
"202",51.0175769966096,0,"2","2","1","2","2","2"
"203",12.6386136012152,0,"1","2","1","3","2","2"
"204",8.2226571701467,1,"1","3","1","1","2","3"
"205",58.5479071792215,0,"3","3","1","2","2","2"
"206",18.4491851874162,0,"1","3","1","3","2","2"
"207",43.7182540064678,1,"2","2","2","1","2","2"
"208",48.6732061284129,1,"3","2","1","1","1","2"
"209",5.55381552875042,1,"3","2","1","2","2","3"
"210",4.03474199774209,0,"3","1","2","2","1","2"
"211",4.21538949245587,1,"3","2","1","1","1","2"
"212",64.1896730065346,0,"3","3","2","2","2","2"
"213",20.5834423020948,0,"3","2","1","1","2","2"
"214",38.668865295127,1,"1","2","1","3","1","2"
"215",9.13051333075855,0,"2","2","3","2","1","2"
"216",30.4220723846229,0,"3","3","2","1","2","3"
"217",17.7847414128482,1,"1","3","1","2","2","2"
"218",41.0790859749541,1,"3","3","1","3","2","2"
"219",10.528077410534,1,"1","2","3","1","2","3"
"220",57.4839895810001,0,"2","1","2","1","2","2"
"221",47.3982380796224,1,"2","2","1","1","2","2"
"222",15.451074562734,1,"3","2","1","3","2","1"
"223",8.17578535936773,0,"2","3","1","1","1","3"
"224",27.1651383657008,1,"2","1","1","2","2","2"
"225",33.7217886252329,1,"2","2","1","1","1","1"
"226",69.8456724802963,0,"2","1","1","3","2","2"
"227",52.1546099788975,1,"1","2","1","3","2","3"
"228",1.98091908381321,0,"2","2","1","2","2","2"
"229",3.19072458776645,1,"2","2","2","1","2","3"
"230",2.37006743438542,1,"3","2","1","1","2","1"
"231",39.6747329086065,1,"3","2","2","1","1","2"
"232",0.958280811319128,1,"3","2","1","3","2","2"
"233",26.4918526858091,1,"1","2","1","3","2","2"
"234",3.75859131105244,1,"3","3","1","1","2","1"
"235",59.6171401350293,0,"3","2","1","2","1","2"
"236",32.7422025697306,1,"2","1","3","1","2","2"
"237",16.2950649480335,1,"2","2","1","3","1","3"
"238",33.7165473345667,1,"3","3","1","1","2","2"
"239",38.311430439353,1,"2","2","1","3","2","3"
"240",32.0363047151593,0,"2","1","1","1","2","3"
"241",51.9899213076569,1,"1","3","1","1","2","2"
"242",19.7989797939081,1,"2","2","1","2","2","2"
"243",37.3626516833901,1,"2","2","1","2","2","2"
"244",27.227527840063,1,"2","3","1","3","1","1"
"245",39.0626092953607,1,"2","2","2","1","2","2"
"246",44.2935560615733,1,"3","2","1","1","2","3"
"247",17.0810535820201,1,"3","2","1","2","1","2"
"248",60.3125005653128,0,"2","2","2","1","2","2"
"249",10.982162116305,0,"3","2","2","1","2","2"
"250",66.5811144094914,0,"3","2","1","1","2","3"
"251",39.2254973315401,0,"1","2","3","1","2","3"
"252",63.5872620914597,0,"1","2","1","2","2","2"
"253",6.30254749767482,1,"2","2","1","2","2","3"
"254",61.9719574230257,0,"2","2","1","1","2","2"
"255",3.86542677530088,1,"1","2","1","1","2","3"
"256",7.09343546070158,1,"3","3","2","2","2","2"
"257",24.0661976076663,1,"1","2","1","3","2","2"
"258",57.584820948774,0,"3","1","1","3","2","2"
"259",22.3813039625762,0,"1","2","2","1","2","2"
"260",8.74393533763941,0,"1","3","1","1","1","2"
"261",19.2917114262935,0,"2","2","1","1","2","3"
"262",21.0204862207174,1,"3","2","1","3","2","2"
"263",13.9850922732148,1,"1","2","2","2","2","2"
"264",62.8994961767457,0,"2","3","1","2","2","2"
"265",4.20112620689906,1,"3","2","1","3","2","2"
"266",5.97171393595636,1,"1","2","1","1","2","2"
"267",60.8433738395106,0,"3","3","2","1","2","2"
"268",32.4217634033412,1,"1","2","1","3","2","2"
"269",34.966505437158,1,"2","2","1","1","2","2"
"270",52.4207565530669,1,"2","2","1","1","2","3"
"271",27.5917174834758,1,"2","2","1","3","2","2"
"272",22.9423811601009,1,"2","2","1","3","2","2"
"273",28.8022175077349,1,"2","2","3","3","1","2"
"274",46.0427653862629,0,"2","3","1","2","2","2"
"275",15.3830485977232,1,"2","3","3","1","2","3"
"276",34.1945581534645,0,"3","2","1","2","2","2"
"277",64.0398484244943,0,"2","2","3","1","2","3"
"278",19.4897054196568,0,"2","2","1","3","2","2"
"279",65.0641722613946,0,"1","2","3","1","2","2"
"280",17.9809886034112,0,"2","2","1","2","2","2"
"281",19.1957634934224,1,"2","1","2","3","2","3"
"282",30.8981397524476,1,"1","2","2","2","2","2"
"283",14.2378547051921,1,"3","2","2","2","2","2"
"284",30.5863277502358,1,"2","3","1","2","2","3"
"285",5.84191749244928,1,"2","2","1","1","2","3"
"286",42.0925509370863,1,"3","2","1","1","1","2"
"287",15.2554881279357,1,"2","2","2","3","2","2"
"288",6.88907649181783,1,"3","2","2","1","1","3"
"289",47.3876926111989,1,"2","2","1","3","1","2"
"290",4.99881272902712,1,"2","1","1","2","2","2"
"291",13.0885942417663,1,"1","2","1","1","2","2"
"292",9.56438745371997,1,"1","2","1","3","1","2"
"293",51.4173790235072,1,"2","2","1","3","2","2"
"294",13.5784115649294,1,"2","3","2","3","1","3"
"295",0.926164535339922,1,"1","2","1","3","2","3"
"296",4.9671700806357,1,"1","2","1","1","2","2"
"297",55.7163252416067,1,"3","2","1","1","1","2"
"298",8.45873966813087,1,"1","2","1","2","2","2"
"299",15.8228070726618,1,"2","2","1","3","2","3"
"300",11.0710340943187,1,"1","2","2","1","2","2"
"301",37.6636637467891,1,"1","2","1","1","2","1"
"302",20.7470902665751,0,"3","2","1","1","2","1"
"303",20.0568118020892,1,"1","2","1","3","1","2"
"304",1.10250842440873,0,"2","2","3","2","2","3"
"305",27.4935725163668,1,"1","1","1","1","2","1"
"306",62.0266681080684,0,"3","3","1","3","2","3"
"307",1.7929818677716,0,"2","2","2","1","2","3"
"308",28.1576288538752,0,"3","2","1","1","2","2"
"309",39.2249188181013,1,"2","2","1","1","1","1"
"310",37.2244755541906,1,"1","2","1","1","2","2"
"311",2.78225076268427,1,"3","2","1","1","2","2"
"312",4.33910633786581,1,"3","2","2","3","2","2"
"313",41.7188418451697,1,"2","3","1","2","1","2"
"314",36.2001255508512,1,"3","2","1","3","2","3"
"315",1.6137165913824,1,"3","3","1","2","2","3"
"316",43.1350018078228,0,"1","2","1","1","2","3"
"317",4.75562069099396,1,"3","1","1","2","1","1"
"318",39.2806816054508,1,"1","2","1","1","2","2"
"319",42.6729368648492,0,"1","3","1","1","2","2"
"320",39.1589778773487,1,"2","2","1","1","1","2"
"321",35.0964031321928,1,"3","3","1","1","2","2"
"322",7.01846355013549,1,"2","3","1","3","1","3"
"323",36.9905355609953,1,"3","2","3","1","2","2"
"324",52.069665397983,1,"1","2","1","2","1","2"
"325",54.7687258641236,1,"3","2","2","1","1","3"
"326",32.6303102895617,1,"2","2","1","1","1","2"
"327",9.01912582423538,0,"2","3","1","2","2","2"
"328",16.6282731018029,0,"1","2","2","1","2","2"
"329",21.3068255952094,1,"1","1","1","3","2","3"
"330",38.1896579713793,0,"2","2","1","3","2","2"
"331",24.4538897238672,1,"1","2","2","1","2","2"
"332",22.8352166301105,0,"3","2","1","2","2","2"
"333",15.6090797069483,1,"2","3","1","3","2","3"
"334",34.4196338923648,1,"3","2","1","1","1","2"
"335",23.1341343973763,1,"2","2","1","2","2","3"
"336",31.2046218719333,1,"2","1","1","3","1","3"
"337",59.6773744425736,0,"2","2","1","2","2","2"
"338",35.893769624643,1,"1","2","1","3","2","3"
"339",66.2027638417203,0,"3","2","1","1","1","2"
"340",43.3630867904983,0,"2","2","1","1","2","2"
"341",5.18234885856509,1,"3","3","1","2","2","3"
"342",40.0088550178334,1,"2","3","1","1","1","2"
"343",28.0920435413718,1,"1","2","1","2","2","2"
"344",4.15078500867821,1,"1","2","1","3","2","2"
"345",68.8098677943926,0,"2","1","1","3","2","2"
"346",58.7396216881461,0,"3","3","1","1","2","2"
"347",32.2951234886423,1,"1","2","2","1","2","2"
"348",35.2834734255448,1,"1","2","2","2","2","2"
"349",65.4532646369189,0,"3","3","2","1","2","3"
"350",13.8551452923566,1,"1","1","1","3","2","1"
"351",7.40348988212645,1,"2","2","2","2","2","3"
"352",34.708338980563,1,"1","2","2","1","2","3"
"353",10.1910414081067,1,"3","1","2","3","2","2"
"354",18.2161428323248,0,"1","2","2","2","2","2"
"355",31.1333257204853,0,"2","2","1","2","2","2"
"356",64.4816337970551,0,"1","3","1","3","2","2"
"357",9.16411507502198,1,"1","2","2","3","2","3"
"358",53.255533168558,1,"1","2","1","3","2","2"
"359",27.6730975663988,0,"1","2","1","3","2","3"
"360",4.02635239649098,0,"3","2","1","2","2","3"
"361",8.89866004884243,1,"3","2","2","1","2","3"
"362",11.6085006768117,0,"1","2","1","1","2","2"
"363",3.28811325831339,1,"3","1","3","2","2","1"
"364",9.80165003293659,0,"2","3","1","3","2","2"
"365",28.5668876040727,1,"2","1","1","2","2","1"
"366",22.6972960873973,1,"1","2","1","3","2","3"
"367",43.0899641048163,1,"1","3","2","2","2","2"
"368",67.6015607330482,0,"1","2","2","1","2","3"
"369",30.6400086484151,0,"3","3","1","1","2","2"
"370",32.6563545279205,1,"2","3","1","2","2","2"
"371",43.0960943778977,0,"1","3","2","1","2","2"
"372",15.1878351643682,1,"3","3","2","2","2","3"
"373",64.8706669381354,0,"2","3","1","1","2","2"
"374",28.6333032399416,1,"3","3","2","2","2","2"
"375",64.9028646843508,0,"2","3","1","1","1","2"
"376",24.5866226926446,1,"1","2","1","2","2","3"
"377",35.9093706309097,0,"1","2","1","3","2","3"
"378",2.79121750616468,1,"2","2","1","2","2","2"
"379",9.92662232555449,1,"1","2","2","3","1","3"
"380",19.6275662932545,0,"3","2","1","1","2","2"
"381",0.65970815019682,1,"3","3","1","3","2","3"
"382",30.0374837275594,1,"3","3","1","3","2","2"
"383",19.6965730709489,1,"2","2","1","2","2","3"
"384",14.4596600432415,1,"2","2","1","3","1","3"
"385",36.4099033726379,1,"3","3","2","1","2","2"
"386",33.423517354764,1,"2","2","3","3","2","2"
"387",0.921817068010569,1,"1","2","1","1","1","3"
"388",48.1729468735866,1,"1","2","2","1","2","2"
"389",42.9881547959521,1,"2","3","3","2","2","2"
"390",13.7448171897326,0,"1","2","2","1","1","2"
"391",22.8083204373252,1,"3","2","1","3","1","2"
"392",62.6908088929486,0,"2","2","1","1","2","2"
"393",16.627548211487,1,"3","3","2","3","2","3"
"394",1.92332425154746,1,"3","3","2","2","2","1"
"395",23.3808276951313,1,"3","2","1","2","1","2"
"396",13.4780804156326,1,"3","2","1","2","2","3"
"397",20.2559909336036,0,"1","1","1","1","2","2"
"398",33.6268069883808,1,"1","3","1","1","1","2"
"399",22.8028314390685,1,"2","2","1","3","1","3"
"400",36.1894416114083,0,"1","2","1","2","1","2"
"401",47.7718763248995,1,"1","3","1","1","2","2"
"402",42.2746093273163,1,"2","3","1","1","1","2"
"403",31.7507621906698,1,"1","3","2","3","2","3"
"404",37.7421459676698,1,"1","3","1","2","2","3"
"405",15.986055504973,0,"2","2","1","3","1","2"
"406",29.7506695594639,1,"1","3","1","3","2","2"
"407",8.96676322370767,0,"2","3","1","1","2","3"
"408",25.5127081957879,0,"1","3","1","1","2","3"
"409",52.3997446247377,1,"3","2","2","3","2","3"
"410",26.9681771602482,1,"2","2","1","3","2","3"
"411",0.808417256642133,0,"2","2","1","1","2","2"
"412",4.12113218344748,0,"1","2","2","2","2","2"
"413",16.3956721494906,1,"1","3","1","3","2","3"
"414",35.055254788138,1,"1","2","2","1","1","2"
"415",34.1722338017076,0,"1","2","1","1","2","3"
"416",23.3066271205898,1,"3","2","3","1","2","2"
"417",23.3669149172492,1,"3","3","2","2","2","2"
"418",58.4199756083544,0,"3","2","1","1","2","2"
"419",41.5860189860687,1,"2","2","1","1","2","3"
"420",22.2495592734776,1,"2","3","1","2","2","2"
"421",10.0678446795791,1,"3","2","2","1","1","3"
"422",24.0469524115324,1,"2","2","1","2","1","2"
"423",59.6167734051123,0,"1","3","1","1","2","2"
"424",18.7557766451035,0,"3","1","1","1","2","2"
"425",33.8009342793375,1,"2","2","2","3","2","3"
"426",60.8661413502414,0,"3","3","1","3","2","3"
"427",22.1300482808147,1,"2","3","1","2","2","2"
"428",31.8626085855067,1,"3","3","1","2","1","2"
"429",1.2733634817414,1,"1","1","1","2","2","2"
"430",17.0828190967441,1,"3","2","1","3","2","3"
"431",11.0130239035934,1,"3","1","1","3","2","2"
"432",39.9662141557783,1,"3","2","1","1","1","2"
"433",2.58208816754632,1,"1","2","1","1","2","3"
"434",16.5279458798468,1,"3","2","2","2","2","2"
"435",58.6967106254306,0,"3","2","1","3","2","2"
"436",66.0501416171901,0,"2","3","1","3","2","2"
"437",11.8370617050678,1,"3","2","1","2","2","3"
"438",36.7143368739169,0,"1","2","1","1","1","3"
"439",11.4000870063901,1,"2","2","1","3","2","2"
"440",2.19786861857865,0,"2","3","1","1","2","2"
"441",46.9060723928269,1,"2","2","1","1","2","2"
"442",7.77556166199502,0,"1","2","2","3","2","3"
"443",8.80308711528778,1,"3","2","1","1","2","1"
"444",5.12813234142959,1,"3","1","1","1","2","2"
"445",36.3178017800674,1,"2","2","1","1","2","2"
"446",19.5958126494661,1,"2","2","2","3","2","2"
"447",58.3941348802764,0,"2","2","1","2","2","2"
"448",14.8288191636093,1,"3","2","1","3","2","3"
"449",6.36129830640275,0,"1","3","1","1","2","1"
"450",31.1907674632967,1,"3","2","1","2","2","2"
"451",35.6028942856472,0,"2","2","1","1","2","3"
"452",6.28773181885481,1,"3","2","1","3","2","1"
"453",13.0139388348907,1,"2","1","1","2","2","3"
"454",49.4115053226706,1,"2","2","1","3","2","2"
"455",25.5537763908505,1,"1","2","1","1","2","3"
"456",33.3873301480431,0,"2","2","1","1","2","2"
"457",24.7069445518311,0,"3","1","1","1","2","2"
"458",0.552143525565043,1,"2","2","1","1","2","2"
"459",13.7016791976057,1,"1","2","1","3","2","3"
"460",25.8894072668394,0,"2","1","1","2","1","3"
"461",2.71671466950793,0,"1","2","2","2","2","3"
"462",9.5202756728977,1,"3","1","1","1","1","2"
"463",21.3221956472844,1,"1","2","1","2","2","3"
"464",60.9592333913315,0,"2","3","2","1","2","2"
"465",59.8453601023648,0,"2","3","3","1","2","2"
"466",60.4528287097346,0,"1","3","1","3","2","3"
"467",36.0457613271428,0,"3","2","1","2","2","2"
"468",26.3075948487967,1,"1","3","2","2","2","2"
"469",53.1599308673758,1,"2","3","1","1","2","1"
"470",67.1906684597488,0,"3","2","1","2","2","2"
"471",14.8776036028285,1,"2","1","1","3","2","3"
"472",26.2082681404427,0,"2","2","1","1","1","2"
"473",39.1083951005712,1,"2","2","1","1","2","2"
"474",19.2028831010684,1,"3","2","1","3","2","2"
"475",3.86110785487108,0,"1","2","2","1","2","2"
"476",13.2507727857213,0,"1","2","1","3","2","2"
"477",2.04966063634492,0,"3","2","2","1","2","3"
"478",65.1791842340026,0,"2","2","1","1","1","2"
"479",5.08489844752476,0,"1","3","1","1","2","2"
"480",3.95416396902874,1,"1","2","1","1","2","3"
"481",8.29225510172546,1,"3","2","1","1","2","3"
"482",49.4729456580244,1,"3","3","3","1","2","3"
"483",33.2952761976048,1,"2","1","1","2","2","2"
"484",2.98465347266756,1,"1","2","1","1","2","3"
"485",47.6868763656821,1,"3","1","2","3","2","3"
"486",13.3087458510417,1,"2","1","3","3","2","1"
"487",31.1793416771572,0,"3","2","1","1","2","3"
"488",28.4378692917526,1,"3","2","1","3","2","2"
"489",66.1031016565394,0,"2","3","2","1","1","3"
"490",11.3676660756581,0,"3","3","1","1","2","2"
"491",0.74926252476871,1,"1","3","1","1","2","3"
"492",37.6463881637901,1,"2","3","1","1","2","2"
"493",2.97196166124195,1,"3","2","1","3","2","2"
"494",13.8181198915932,0,"3","3","1","3","1","2"
"495",58.5736337879207,0,"1","3","1","1","2","2"
"496",9.7028261288302,0,"1","2","1","1","2","3"
"497",57.3650452222209,0,"2","2","2","1","1","3"
"498",12.7943893540651,1,"3","2","1","3","2","3"
"499",59.7073057766538,0,"2","2","1","1","2","2"
"500",39.384664629586,1,"2","3","1","3","2","3"
"501",18.0561716956785,0,"1","2","1","1","2","2"
"502",7.33963901698589,0,"3","1","1","2","1","3"
"503",3.5733920626808,1,"1","1","1","3","2","1"
"504",68.4844736186787,0,"1","2","1","2","2","2"
"505",46.3001882750541,1,"3","2","1","1","2","2"
"506",14.2001141989604,1,"1","1","1","3","2","3"
"507",33.1516720037907,1,"1","2","1","2","2","2"
"508",19.8294917819789,0,"3","2","1","1","1","2"
"509",3.75255425460637,1,"3","2","2","3","2","2"
"510",40.6563027890399,0,"2","3","1","1","1","3"
"511",14.1442334225867,1,"2","2","1","3","1","3"
"512",35.9748910190538,1,"3","2","1","1","2","2"
"513",49.7845596591942,1,"3","3","1","1","2","3"
"514",32.6659446136327,0,"3","1","1","1","2","2"
"515",5.03749232925475,1,"3","2","2","1","2","3"
"516",22.0079688518308,1,"1","2","1","3","1","2"
"517",20.2597147780471,1,"1","2","1","2","2","3"
"518",36.3425767133012,1,"1","2","2","1","2","2"
